"","fail_date","tbf","stopDur","Shift","line"
"101",2015-12-02 14:47:53,24.711890394889,75.4658895384784,2,1
"102",2015-12-02 14:57:32,9.28636589101114,19.6283546684302,2,1
"103",2015-12-02 14:58:09,0.430209228533542,41.8682610263347,2,1
"104",2015-12-02 15:07:54,9.25493591382425,9.81194403994583,2,1
"105",2015-12-02 15:21:28,12.735261776784,12.9985150724035,2,1
"106",2015-12-02 15:23:59,1.81992703866025,46.8517379017478,2,1
"107",2015-12-02 15:33:13,8.63509790724673,101.990379545233,2,1
"108",2015-12-02 15:38:41,2.63561195358979,47.4929799671399,2,1
"109",2015-12-02 16:11:41,28.1111151019792,40.1374997422654,2,1
"110",2015-12-02 16:43:50,31.4389564844145,28.9999783815586,2,1
"111",2015-12-02 16:54:04,9.5434520437702,10.026278634002,2,1
"112",2015-12-02 17:13:19,19.1285437914296,407.959810126976,2,1
"113",2015-12-02 17:22:18,5.25046385450527,56.3978352117413,2,1
"114",2015-12-02 17:41:46,19.3327392659915,7.58468548867625,2,1
"115",2015-12-02 17:46:48,4.24684767637545,6.78286133527324,2,1
"116",2015-12-02 17:49:46,1.75415006496183,12.0358458282149,2,1
"117",2015-12-02 17:50:41,0.25915363868469,180.280786060255,2,1
"119",2015-12-02 19:49:41,101.069264318038,133.446693399075,2,1
"120",2015-12-02 20:12:52,22.8933840115637,7.70502932131608,2,1
"121",2015-12-02 20:24:22,11.2882952479602,36.2230392337577,2,1
"122",2015-12-02 20:37:30,12.9916793320975,10.8072720473173,2,1
"123",2015-12-02 21:28:09,50.5093431804464,45.7213087798615,2,1
"124",2015-12-02 21:35:40,7.24053611486811,6.00639402763196,2,1
"125",2015-12-02 21:43:22,6.47498299054854,214.399867842809,2,1
"126",2015-12-02 21:47:37,4.11847111313852,38.6389697375574,2,1
"127",2015-12-02 21:48:44,0.990337376717896,63.1357188076704,2,1
"128",2015-12-02 22:23:29,34.4985156946889,78.6414050475153,3,1
"129",2015-12-02 22:49:55,25.8884265824591,152.172505909518,3,1
"130",2015-12-02 22:55:43,4.76260734607184,68.8780194745285,3,1
"131",2015-12-03 00:08:40,72.4739943143732,104.246914725932,3,1
"132",2015-12-03 00:22:26,7.575584928471,293.491156310019,3,1
"133",2015-12-03 00:28:11,3.81666755334154,260.291094449939,3,1
"134",2015-12-03 00:36:19,7.83890159702516,6.42667966507753,3,1
"135",2015-12-03 00:37:30,0.982736931017093,26.4606994275956,3,1
"136",2015-12-03 00:40:01,2.40547695204899,130.969790287257,3,1
"137",2015-12-03 00:47:00,6.83180019684641,8.48262217532243,3,1
"138",2015-12-03 01:22:30,34.6854119366938,66.4232510011732,3,1
"143",2015-12-03 03:08:43,31.3131268285861,355.556029464996,3,1
"144",2015-12-03 03:17:48,8.87455022957459,510.535410874053,3,1
"145",2015-12-03 03:57:47,39.6817782965333,15.3045793071957,3,1
"146",2015-12-03 04:02:04,0.707188632577807,42.7280052980471,3,1
"147",2015-12-03 04:02:33,0.155940721576819,358.158763519829,3,1
"148",2015-12-03 04:18:02,13.7457136492436,9.41650605284283,3,1
"149",2015-12-03 04:20:45,1.47031340667583,16.2900736378134,3,1
"150",2015-12-03 04:41:01,19.7582132771262,8.58648487410298,3,1
"151",2015-12-03 04:45:27,3.47966268259952,29.4119522396665,3,1
"152",2015-12-03 04:57:47,11.3034333083874,24.1371227581465,3,1
"153",2015-12-03 05:02:26,4.22972244588294,25.9224728087033,3,1
"154",2015-12-03 05:25:29,20.9286889472828,101.794262696965,3,1
"155",2015-12-03 05:57:45,32.1044435610622,9.55408030178908,3,1
"156",2015-12-03 06:03:09,4.49859900771595,20.1005655500275,1,1
"157",2015-12-03 06:10:33,7.24637450434668,132.103217941821,1,1
"158",2015-12-03 06:29:26,16.63202569647,7.43344886320089,1,1
"159",2015-12-03 06:32:37,3.03443670589995,7.4666222937336,1,1
"160",2015-12-03 06:42:33,9.79590933261907,437.816753843309,1,1
"161",2015-12-03 06:48:52,5.63580075422959,28.424235319686,1,1
"162",2015-12-03 07:02:25,10.0351047789575,8.49903028202003,1,1
"163",2015-12-03 07:08:46,2.91889522059325,51.9685590904515,1,1
"164",2015-12-03 07:15:41,3.78965516950169,207.438849176502,1,1
"165",2015-12-03 07:38:17,19.2947466733346,310.166501910291,1,1
"166",2015-12-03 07:53:04,13.9184216684211,15.5980191537159,1,1
"167",2015-12-03 07:53:56,0.102067928147624,48.8292669763159,1,1
"168",2015-12-03 08:30:39,36.0068734231719,8.82987149689605,1,1
"169",2015-12-03 08:34:03,3.31212448721852,182.295473955694,1,1
"170",2015-12-03 08:52:51,18.4621423641537,57.9753266839812,1,1
"171",2015-12-03 08:55:00,0.523994916359021,186.764625758275,1,1
"172",2015-12-03 09:29:36,34.3184311884105,20.3631822391478,1,1
"173",2015-12-03 09:35:35,5.40893198033438,29.0729448181006,1,1
"181",2015-12-03 11:27:33,36.8377514138691,9.11588826852871,1,1
"182",2015-12-03 11:47:17,17.72665372188,125.113296905804,1,1
"183",2015-12-03 12:21:46,33.4135733176599,15.9681227513378,1,1
"184",2015-12-03 12:49:17,27.4166241744012,31.6971575388491,1,1
"185",2015-12-03 12:50:05,0.499412113276539,62.4760327884419,1,1
"186",2015-12-03 12:54:48,3.84348916637904,70.9526737100689,1,1
"187",2015-12-03 13:17:49,21.1957479156577,40.0820370087283,1,1
"188",2015-12-03 13:19:15,1.10097452752422,14.3185985898694,1,1
"189",2015-12-03 13:56:56,37.3837782701607,11.3164001256289,1,1
"190",2015-12-03 14:37:51,38.2768735075018,10.8865650183875,2,1
"191",2015-12-03 14:43:32,5.28198231002821,90.3371277647819,2,1
"192",2015-12-03 14:46:03,2.16506426342043,350.940943708961,2,1
"193",2015-12-03 15:10:55,23.8420810616265,38.8261965708606,2,1
"194",2015-12-03 15:38:40,23.5453336584163,317.040907024076,2,1
"195",2015-12-03 15:39:04,0.250572067994759,156.812742900311,2,1
"196",2015-12-03 17:28:22,108.198502784267,33.6373021013025,2,1
"197",2015-12-03 17:59:25,26.2218893701821,32.0251116160837,2,1
"201",2015-12-03 19:02:13,10.2520944920432,29.963904237386,2,1
"202",2015-12-03 19:04:24,2.02672937965897,56.2174388112839,2,1
"203",2015-12-03 19:47:57,43.4345716113231,9.74185212219399,2,1
"204",2015-12-03 20:01:40,13.0561506314559,133.578059946742,2,1
"205",2015-12-03 20:11:07,7.82439750321155,176.512533650402,2,1
"206",2015-12-03 20:20:17,4.98483364066176,12.1504716394833,2,1
"207",2015-12-03 21:12:46,49.8046549117534,28.2267761327395,2,1
"208",2015-12-03 22:09:50,56.753588384431,34.0037612374827,3,1
"209",2015-12-03 22:22:03,11.41151411777,278.774731905914,3,1
"210",2015-12-03 22:33:24,8.20131596190713,66.6845802040734,3,1
"211",2015-12-03 23:05:52,24.6039904486618,19.4148186844077,3,1
"212",2015-12-03 23:13:18,6.8852774426723,28.062041012838,3,1
"213",2015-12-03 23:35:55,19.4474295299077,111.705187394725,3,1
"214",2015-12-04 00:04:48,27.288296299859,18.8121449655421,3,1
"215",2015-12-04 00:09:07,1.06584120027367,36.9679920939241,3,1
"216",2015-12-04 00:30:06,16.6862305368475,10.0641134532078,3,1
"217",2015-12-04 00:52:40,22.4831317266369,9.26837793137918,3,1
"218",2015-12-04 01:05:00,12.2081410221601,53.4519263781566,3,1
"219",2015-12-04 01:14:27,9.0034039829721,31.3226696303786,3,1
"220",2015-12-04 01:51:07,36.4686387692386,144.026406594467,3,1
"222",2015-12-04 03:29:23,46.5739365382352,131.821464080033,3,1
"223",2015-12-04 04:19:53,49.7771721055759,458.378240856642,3,1
"224",2015-12-04 04:32:30,12.2209168201074,27.3546344344327,3,1
"225",2015-12-04 04:34:44,1.94709920021087,126.5961809805,3,1
"226",2015-12-04 04:41:51,6.47347045887607,56.9974152672079,3,1
"227",2015-12-04 04:43:51,1.73845573179507,18.3517957652459,3,1
"228",2015-12-04 05:01:54,16.4074607427894,21.10158063866,3,1
"229",2015-12-04 05:17:27,14.9752646585617,6.56425299167986,3,1
"230",2015-12-04 05:28:41,9.92542799394173,25.6336518453953,3,1
"231",2015-12-04 05:52:51,23.8432064591938,22.725371279994,3,1
"232",2015-12-04 06:11:02,10.8350910304496,62.4662711666029,1,1
"233",2015-12-04 06:26:18,14.4767777518506,167.939662587732,1,1
"234",2015-12-04 06:33:41,6.85339172654117,42.165310663244,1,1
"235",2015-12-04 06:41:09,5.77997150039993,20.8733790515821,1,1
"236",2015-12-04 06:54:51,12.9259281722202,48.0676785035847,1,1
"237",2015-12-04 06:55:12,0.236064216784803,327.558607807072,1,1
"238",2015-12-04 06:56:53,1.50388257315062,232.578637928285,1,1
"239",2015-12-04 07:13:09,14.7692659654266,177.863951470924,1,1
"240",2015-12-04 07:33:31,19.2835193100397,12.9278368017849,1,1
"241",2015-12-04 07:35:01,1.09195700184041,42.0053016818133,1,1
"242",2015-12-04 07:39:18,0.982691478428452,12.3471356498816,1,1
"243",2015-12-04 07:41:32,1.73084284582711,29.5677074151581,1,1
"244",2015-12-04 07:48:30,4.50863409698187,163.343003526486,1,1
"245",2015-12-04 07:58:57,8.99082218824593,59.5649728679848,1,1
"246",2015-12-04 08:06:52,7.46473345395217,11.2239008317427,1,1
"247",2015-12-04 08:08:47,1.12498722744791,5.50361186527079,1,1
"248",2015-12-04 08:21:11,12.2227758083387,59.3435007389244,1,1
"249",2015-12-04 08:43:10,21.8630586425722,8.13110528364786,1,1
"250",2015-12-04 08:48:13,4.35261483722596,37.9879069537842,1,1
"251",2015-12-04 09:31:55,43.5285331348432,212.014179614116,1,1
"252",2015-12-04 09:38:43,0.706114021610573,102.560846561114,1,1
"254",2015-12-04 11:22:56,27.392846508507,18.2497710250515,1,1
"255",2015-12-04 11:30:05,2.37118526655399,23.1554202420207,1,1
"256",2015-12-04 11:33:40,3.05277104551712,19.8290847450539,1,1
"257",2015-12-04 13:02:40,87.9398165283312,58.1135573560015,1,1
"258",2015-12-04 13:41:47,34.8497842068285,135.590212546595,1,1
"259",2015-12-04 14:27:00,44.8888933985859,362.720095588682,2,1
"260",2015-12-04 14:41:41,14.5108948550237,5.1485256168028,2,1
"261",2015-12-04 14:45:00,0.882618825544825,71.766237716412,2,1
"262",2015-12-04 14:49:51,3.51047554843914,74.8522743383899,2,1
"263",2015-12-04 14:54:14,3.84550739639346,172.775774802178,2,1
"264",2015-12-04 14:56:54,1.54915527131801,35.8010651324346,2,1
"265",2015-12-04 15:04:15,6.75204491479073,250.696225190635,2,1
"266",2015-12-04 15:56:41,52.2152415247457,71.3878912159259,2,1
"267",2015-12-04 16:41:15,44.4702701360745,35.7600795331379,2,1
"268",2015-12-04 16:45:58,4.27929030907349,6.61755493851812,2,1
"269",2015-12-04 16:46:10,0.0592585326963012,52.7646211242301,2,1
"270",2015-12-04 16:54:13,7.01400882849282,7.86777477526568,2,1
"271",2015-12-04 17:34:06,39.632736255922,14.4960099322475,2,1
"272",2015-12-04 17:57:23,23.0888560920452,17.7363773503058,2,1
"276",2015-12-04 19:02:31,18.6097521099181,16.4895804347614,2,1
"277",2015-12-04 19:18:34,11.585584472364,22.5385773254296,2,1
"278",2015-12-04 20:34:32,75.3652122710969,10.1034455005458,2,1
"279",2015-12-04 20:56:36,21.8937242819299,34.7903739241637,2,1
"280",2015-12-04 20:59:37,2.76656688080436,14.9567237348717,2,1
"281",2015-12-04 21:43:12,42.8601801452245,60.620423814454,2,1
"282",2015-12-04 21:47:37,4.33230566761438,47.1918209158336,2,1
"283",2015-12-04 22:36:18,48.5892803431456,56.968430036399,3,1
"424",2015-12-07 00:09:18,28.0955654070609,250.467964549697,3,1
"425",2015-12-07 00:28:29,18.8193443848639,179.799768090625,3,1
"426",2015-12-07 00:32:01,3.09873220848005,139.974601184565,3,1
"427",2015-12-07 00:32:58,0.318601482856304,49.7605010887013,3,1
"428",2015-12-07 00:58:08,23.8728747316223,97.7314497773482,3,1
"429",2015-12-07 01:28:26,26.5278405078288,37.0442464779544,3,1
"430",2015-12-07 01:38:43,9.10074712251955,45.055874276892,3,1
"431",2015-12-07 01:48:50,9.071067835394,31.1631789797181,3,1
"434",2015-12-07 03:27:46,23.5619467357381,483.468002150325,3,1
"435",2015-12-07 04:35:10,67.0976601011253,234.358985246836,3,1
"436",2015-12-07 04:46:26,11.0035517991379,30.3743660339809,3,1
"437",2015-12-07 06:17:48,88.5646879540699,109.109333285428,1,1
"438",2015-12-07 06:20:51,2.38338912115519,9.71399473455858,1,1
"439",2015-12-07 06:33:44,12.4953949454999,95.8202748599503,1,1
"440",2015-12-07 07:20:06,46.1327249022251,17.6798404845348,1,1
"441",2015-12-07 07:24:35,3.94868045172368,37.3169144966304,1,1
"442",2015-12-07 07:29:10,3.9048986665087,187.004124326281,1,1
"443",2015-12-07 09:08:21,97.6194408493057,44.7436438580802,1,1
"444",2015-12-07 09:17:17,7.23594677379847,36.9165301271661,1,1
"445",2015-12-07 09:33:36,16.2354828736164,17.2747904741511,1,1
"446",2015-12-07 09:35:33,1.80790431634855,155.147283924995,1,1
"447",2015-12-07 09:54:28,18.5559488721704,28.7742289406981,1,1
"448",2015-12-07 11:54:09,119.400972776149,24.8437790651091,1,1
"449",2015-12-07 11:55:01,0.627560908844183,15.1963985058779,1,1
"450",2015-12-07 11:55:53,0.562511294708312,32.8270726065568,1,1
"451",2015-12-07 12:01:27,5.40704246170806,9.95677680772924,1,1
"452",2015-12-07 12:20:04,18.2395204927965,149.190462712128,1,1
"453",2015-12-07 12:38:03,17.3651811127662,130.088147072825,1,1
"454",2015-12-07 12:42:25,3.58359707131337,100.384541127876,1,1
"455",2015-12-07 12:56:27,13.3984092898165,38.0046239039472,1,1
"456",2015-12-07 13:03:56,6.86370779218155,46.6285701427479,1,1
"457",2015-12-07 13:05:52,1.11740683575887,131.259221201724,1,1
"458",2015-12-07 13:33:50,27.7013144809421,76.6378962299935,1,1
"459",2015-12-07 13:46:21,12.3663785285111,34.4801449197392,1,1
"460",2015-12-07 14:36:28,49.9775672442678,25.7612228100825,2,1
"461",2015-12-07 14:49:47,12.348742870644,13.1927676680434,2,1
"462",2015-12-07 14:54:45,1.37494187399671,27.6592929433505,2,1
"463",2015-12-07 15:26:38,31.1561373333199,11.1638507714622,2,1
"464",2015-12-07 15:29:28,2.70655560713419,162.599798972087,2,1
"465",2015-12-07 15:40:37,11.0454083439333,45.0634203470022,2,1
"466",2015-12-07 15:59:13,18.3740973307601,14.9301868064703,2,1
"467",2015-12-07 16:09:00,9.70580501122811,17.7076245945352,2,1
"468",2015-12-07 16:30:03,19.5194803373041,159.837140987306,2,1
"469",2015-12-07 16:34:42,3.79976060151445,21.0809152692786,2,1
"470",2015-12-07 16:59:40,24.8697562076153,144.251312521907,2,1
"471",2015-12-07 17:23:17,22.9502760677428,19.656814581487,2,1
"472",2015-12-07 17:46:02,17.3707697236709,10.4618619961466,2,1
"473",2015-12-07 17:51:14,4.7215761883354,9.5047226954854,2,1
"474",2015-12-07 17:59:54,8.53852695335052,18.0546138812655,2,1
"477",2015-12-07 19:01:32,5.79045114324899,19.0059090677147,2,1
"478",2015-12-07 19:06:40,4.72728744914972,12.026291618022,2,1
"479",2015-12-07 19:17:10,9.92743337554486,22.8124289369682,2,1
"480",2015-12-07 20:02:44,44.7446505238363,171.625962044852,2,1
"481",2015-12-07 20:31:46,28.9089688077546,91.8781105042173,2,1
"482",2015-12-07 20:59:39,27.0127910688651,7.37679234960957,2,1
"483",2015-12-07 21:26:17,25.3910367476188,70.5196137133161,2,1
"484",2015-12-07 21:38:48,12.2498903370804,7.17943522950239,2,1
"485",2015-12-07 22:00:56,18.4050641218568,9.57299862676529,3,1
"486",2015-12-07 22:11:01,8.42458566689056,9.33808029059681,3,1
"487",2015-12-07 22:52:06,40.1792124244267,65.3636763205308,3,1
"488",2015-12-07 22:56:23,2.59244409423837,161.803228942458,3,1
"489",2015-12-07 23:12:10,15.4318580874453,61.0450500469875,3,1
"490",2015-12-07 23:14:38,1.88175221283579,124.240922522833,3,1
"491",2015-12-07 23:19:25,4.62616554131035,29.3191644961852,3,1
"492",2015-12-07 23:23:39,3.75053298368621,68.7661604810133,3,1
"493",2015-12-07 23:23:57,0.0443182143161791,35.4241127102332,3,1
"494",2015-12-07 23:34:43,10.2103753480741,57.6896415435852,3,1
"495",2015-12-07 23:49:57,15.0314439159793,58.1428682908576,3,1
"496",2015-12-08 00:12:46,22.2307188479616,7.47665094637171,3,1
"497",2015-12-08 00:22:26,6.56889181964587,18.5383741103619,3,1
"498",2015-12-08 00:28:29,5.19559462275667,18.9963794869243,3,1
"499",2015-12-08 00:33:38,4.76336539089827,17.3572420447934,3,1
"500",2015-12-08 00:36:31,2.48323210696037,36.3996661377829,3,1
"501",2015-12-08 01:12:04,32.0194730831894,10.2555186673886,3,1
"502",2015-12-08 01:17:11,4.96698179251304,23.3091562660151,3,1
"503",2015-12-08 01:20:38,3.14390716423373,33.2044243220123,3,1
"504",2015-12-08 01:22:05,1.18319577014823,71.732832461903,3,1
"505",2015-12-08 01:29:46,7.4593901053914,104.853836195204,3,1
"506",2015-12-08 01:33:10,2.75370223585016,94.5703007416653,3,1
"510",2015-12-08 03:06:57,5.44831789785676,6.38572090992847,3,1
"511",2015-12-08 03:13:18,5.66710009357486,7.54490700214449,3,1
"512",2015-12-08 03:33:50,19.7816593551463,269.927911163914,3,1
"513",2015-12-08 03:55:52,21.720828576025,36.0334283507407,3,1
"514",2015-12-08 04:03:46,7.54918330104926,17.8504450064381,3,1
"515",2015-12-08 04:26:51,22.7539025209537,49.997810976647,3,1
"516",2015-12-08 04:34:19,7.21533459502437,43.2478499692747,3,1
"517",2015-12-08 05:07:45,31.5426191860486,13.2733484901529,3,1
"518",2015-12-08 05:38:04,28.5117842246745,58.8952289251687,3,1
"519",2015-12-08 06:22:56,43.5183312400127,5.9444970109726,1,1
"520",2015-12-08 06:27:41,4.48350408931664,41.2996761802208,1,1
"521",2015-12-08 06:33:04,5.09082636538891,5.69557109369472,1,1
"522",2015-12-08 07:08:00,33.4193837741461,76.2068434489986,1,1
"523",2015-12-08 07:10:06,1.92327702725562,31.9424669292442,1,1
"524",2015-12-08 07:20:40,10.0180232032102,8.72381098093943,1,1
"525",2015-12-08 07:45:05,16.1044646809276,113.077520859055,1,1
"526",2015-12-08 08:09:34,24.3925178880647,9.59312074813769,1,1
"527",2015-12-08 08:33:57,24.0856949900067,40.3583219118568,1,1
"528",2015-12-08 08:45:04,10.7737136230488,49.3752420832098,1,1
"529",2015-12-08 08:48:04,1.24556239944733,24.6580099482402,1,1
"530",2015-12-08 09:01:30,3.89357970380805,172.021388730424,1,1
"531",2015-12-08 09:22:52,16.4680605283989,93.8886996122214,1,1
"532",2015-12-08 09:43:46,20.6905514215174,14.510055576026,1,1
"533",2015-12-08 09:57:24,12.9230936115142,39.126643016423,1,1
"537",2015-12-08 11:07:48,44.3041529582637,10.6933974460956,1,1
"538",2015-12-08 11:09:41,1.55682444939031,277.669225283311,1,1
"539",2015-12-08 11:37:44,27.9105168698537,83.2530395338792,1,1
"540",2015-12-08 11:56:09,17.9234451053031,15.0077257687666,1,1
"541",2015-12-08 12:23:44,27.1359316401759,17.269690722538,1,1
"542",2015-12-08 12:47:28,22.9446215537638,178.702333010745,1,1
"543",2015-12-08 13:16:57,28.9612284056659,434.310664024995,1,1
"544",2015-12-08 13:29:15,12.1108773473129,30.97825942077,1,1
"545",2015-12-08 13:41:43,6.25200274728575,105.952599166558,1,1
"546",2015-12-08 13:54:20,12.0938934716383,84.4919916133217,1,1
"547",2015-12-08 15:23:25,87.3516623294176,189.027419436385,2,1
"548",2015-12-08 15:34:02,9.10025637764179,27.5768621979182,2,1
"549",2015-12-08 15:44:07,9.76303159051324,34.491676270315,2,1
"550",2015-12-08 15:49:29,5.01855060713272,163.11762596552,2,1
"551",2015-12-08 15:52:38,2.41649059818605,24.4047827981629,2,1
"552",2015-12-08 16:15:17,16.0870083655873,117.740831800807,2,1
"553",2015-12-08 16:31:27,13.3558831047992,22.2089513128218,2,1
"554",2015-12-08 16:33:50,2.0636165231158,113.875786949204,2,1
"555",2015-12-08 16:53:39,19.4502465894964,250.918362254185,2,1
"556",2015-12-08 17:30:19,27.5487921403019,11.159879650052,2,1
"558",2015-12-08 19:01:05,51.335149440999,59.1113876256452,2,1
"559",2015-12-08 19:08:34,7.27599584536943,69.7776089245282,2,1
"560",2015-12-08 19:29:23,20.5325666366149,79.7248122769986,2,1
"561",2015-12-08 20:28:40,57.6281430670401,41.2029806827425,2,1
"562",2015-12-08 21:26:06,56.6700175835605,28.9670983918074,2,1
"563",2015-12-08 21:37:18,11.0778061964107,51.4603379156168,2,1
"564",2015-12-08 21:45:37,7.27482473361508,25.9593940577545,2,1
"565",2015-12-08 22:27:24,33.8966463917437,172.237691450397,3,1
"566",2015-12-08 22:54:32,26.9090720847487,15.8100046318248,3,1
"567",2015-12-08 22:57:29,0.983079604700732,14.3590615037394,3,1
"568",2015-12-08 23:11:16,12.8041366128232,80.7630299924248,3,1
"569",2015-12-08 23:17:30,5.62531201144109,76.0729427247178,3,1
"570",2015-12-08 23:49:34,30.7993806251114,21.9374404692448,3,1
"571",2015-12-08 23:59:06,8.56751738505865,22.2916784471589,3,1
"572",2015-12-09 00:08:23,8.99166911381555,35.1970716779775,3,1
"573",2015-12-09 00:20:31,11.9840945144143,304.017731270211,3,1
